id,seccion,agrupacion_ganadora,COMPROMISO FEDERAL_perc,FRENTE AMPLIO PROGRESISTA_perc,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_perc,FRENTE PARA LA VICTORIA_perc,FRENTE POPULAR_perc,PROYECTO SUR_perc,UNION PARA EL DESARROLLO SOCIAL_perc,COALICION CIVICA-ARI_perc,DEL CAMPO POPULAR_perc,MOVIMIENTO DE ACCION VECINAL_perc,COMPROMISO FEDERAL_votos,FRENTE AMPLIO PROGRESISTA_votos,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_votos,FRENTE PARA LA VICTORIA_votos,FRENTE POPULAR_votos,PROYECTO SUR_votos,UNION PARA EL DESARROLLO SOCIAL_votos,COALICION CIVICA-ARI_votos,DEL CAMPO POPULAR_votos,MOVIMIENTO DE ACCION VECINAL_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos,distrito
CHACO_GENERAL DONOVAN,"General Donovan, Chaco",ALIANZA FRENTE PARA LA VICTORIA,1.61,1.21,0.44,69.87,4.68,0.3,19.9,1.79,0.14,0.06,135,102,37,5866,393,25,1671,150,12,5,82.06,10382,8519,0.85,0.14,0.46,72.0,12.0,39.0,CHACO
CHACO_GENERAL GUEMES,"General Guemes, Chaco",ALIANZA FRENTE PARA LA VICTORIA,1.71,1.17,0.27,67.59,4.14,0.15,23.49,1.14,0.12,0.22,619,423,98,24395,1496,53,8477,412,42,79,74.88,48981,36679,1.04,0.02,0.53,381.0,8.0,196.0,CHACO
CHACO_INDEPENDENCIA,"Independencia, Chaco",ALIANZA FRENTE PARA LA VICTORIA,1.29,0.78,0.26,66.96,5.38,0.07,23.96,1.08,0.09,0.14,151,91,30,7830,629,8,2802,126,11,16,77.04,15407,11870,1.25,0.02,0.22,148.0,2.0,26.0,CHACO
CHACO_LIBERTADOR GENERAL SAN MARTIN,"Lib. Gral. San Martin, Chaco",ALIANZA FRENTE PARA LA VICTORIA,2.64,1.32,0.34,65.2,4.39,0.21,24.3,1.3,0.11,0.21,846,422,109,20918,1409,67,7795,416,35,66,75.68,43152,32657,1.03,0.07,0.66,335.0,23.0,216.0,CHACO
CHACO_LIBERTAD,"Libertad, Chaco",ALIANZA FRENTE PARA LA VICTORIA,1.94,1.7,0.66,64.99,6.14,0.29,22.26,1.71,0.21,0.1,136,119,46,4549,430,20,1558,120,15,7,85.1,8383,7134,1.53,0.04,0.31,109.0,3.0,22.0,CHACO
CHACO_MAIPU,"Maipu, Chaco",ALIANZA FRENTE PARA LA VICTORIA,1.45,1.24,0.49,59.3,6.61,0.09,29.52,1.06,0.12,0.13,179,152,60,7298,813,11,3633,130,15,16,72.01,17343,12488,1.07,0.0,0.38,133.0,0.0,48.0,CHACO
CHACO_MAYOR LUIS J. FONTANA,"Mayor L. J. Fontana, Chaco",ALIANZA FRENTE PARA LA VICTORIA,2.1,3.29,0.46,62.04,8.57,0.27,20.19,2.42,0.23,0.43,654,1028,142,19358,2675,83,6298,756,72,135,78.08,41057,32056,1.46,0.87,0.33,469.0,279.0,107.0,CHACO
CHACO_O'HIGGINS,"O'Higgins, Chaco",ALIANZA FRENTE PARA LA VICTORIA,0.91,1.16,0.21,71.51,8.31,0.1,16.42,1.15,0.1,0.13,103,131,24,8094,941,11,1859,130,11,15,74.25,15492,11503,1.06,0.05,0.49,122.0,6.0,56.0,CHACO
CHACO_PRESIDENCIA DE LA PLAZA,"Pcia. De La Plaza, Chaco",ALIANZA FRENTE PARA LA VICTORIA,1.85,2.04,0.54,61.14,4.77,0.27,28.06,1.09,0.14,0.11,122,135,36,4040,315,18,1854,72,9,7,73.76,9071,6691,0.76,0.06,0.42,51.0,4.0,28.0,CHACO
CHACO_1° DE MAYO,"Primero De Mayo, Chaco",ALIANZA FRENTE PARA LA VICTORIA,1.76,1.74,0.5,68.72,7.31,0.21,17.15,2.34,0.07,0.2,124,123,35,4848,516,15,1210,165,5,14,84.69,8522,7217,1.41,0.21,0.62,102.0,15.0,45.0,CHACO
CHACO_QUITILIPI,"Quitilipi, Chaco",ALIANZA FRENTE PARA LA VICTORIA,2.8,2.42,0.45,59.38,8.09,0.19,23.41,2.77,0.19,0.31,485,418,77,10274,1400,33,4051,479,33,53,72.82,24165,17596,1.26,0.01,0.39,222.0,2.0,69.0,CHACO
CHACO_SAN FERNANDO,"San Fernando, Chaco",ALIANZA FRENTE PARA LA VICTORIA,4.04,4.25,1.34,56.54,7.58,0.67,19.63,5.45,0.22,0.28,9040,9503,2996,126459,16950,1494,43894,12197,495,621,81.29,283687,230623,1.32,0.13,1.57,3054.0,291.0,3629.0,CHACO
CHACO_SAN LORENZO,"San Lorenzo, Chaco",ALIANZA FRENTE PARA LA VICTORIA,1.16,0.99,0.31,70.08,4.04,0.1,22.15,0.8,0.19,0.18,97,83,26,5866,338,8,1854,67,16,15,76.79,11001,8448,0.62,0.07,0.24,52.0,6.0,20.0,CHACO
CHACO_SARGENTO CABRAL,"Sargento Cabral, Chaco",ALIANZA FRENTE PARA LA VICTORIA,1.9,1.34,0.26,71.7,3.42,0.26,19.61,1.16,0.1,0.25,182,129,25,6882,328,25,1882,111,10,24,77.82,12523,9746,1.19,0.01,0.32,116.0,1.0,31.0,CHACO
CHACO_TAPENAGA,"Tapenaga, Chaco",ALIANZA FRENTE PARA LA VICTORIA,0.49,0.59,0.0,62.89,3.35,0.0,31.89,0.69,0.05,0.05,10,12,0,1278,68,0,648,14,1,1,84.33,2712,2287,0.7,10.01,0.44,16.0,229.0,10.0,CHACO
