id,seccion,agrupacion_ganadora,COMPROMISO FEDERAL_perc,FRENTE AMPLIO PROGRESISTA_perc,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_perc,FRENTE PARA LA VICTORIA_perc,FRENTE POPULAR_perc,PROYECTO SUR_perc,UNION PARA EL DESARROLLO SOCIAL_perc,COALICION CIVICA-ARI_perc,DEL CAMPO POPULAR_perc,MOVIMIENTO DE ACCION VECINAL_perc,COMPROMISO FEDERAL_votos,FRENTE AMPLIO PROGRESISTA_votos,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_votos,FRENTE PARA LA VICTORIA_votos,FRENTE POPULAR_votos,PROYECTO SUR_votos,UNION PARA EL DESARROLLO SOCIAL_votos,COALICION CIVICA-ARI_votos,DEL CAMPO POPULAR_votos,MOVIMIENTO DE ACCION VECINAL_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos,distrito
CORDOBA_POCHO,"Pocho, Cordoba",ALIANZA FRENTE PARA LA VICTORIA,7.43,5.13,0.7,64.07,6.0,0.08,15.69,0.62,0.16,0.12,181,125,17,1560,146,2,382,15,4,3,59.57,4197,2500,2.16,0.0,0.44,54.0,0.0,11.0,CORDOBA
CORDOBA_PUNILLA,"Punilla, Cordoba",ALIANZA FRENTE PARA LA VICTORIA,14.27,16.02,3.61,31.97,11.34,0.91,17.83,3.57,0.21,0.27,12921,14509,3273,28954,10272,826,16145,3231,191,244,71.12,135804,96580,3.76,0.79,1.68,3632.0,761.0,1621.0,CORDOBA
CORDOBA_RIO CUARTO,"Rio Cuarto, Cordoba",ALIANZA FRENTE PARA LA VICTORIA,24.13,8.34,1.59,30.8,14.03,0.6,17.44,2.7,0.19,0.17,33023,11417,2175,42154,19204,823,23873,3697,256,231,74.71,192138,143555,1.95,1.3,1.42,2801.0,1867.0,2034.0,CORDOBA
CORDOBA_RIO PRIMERO,"Rio Primero, Cordoba",ALIANZA FRENTE PARA LA VICTORIA,7.78,7.53,1.5,37.07,12.71,0.34,31.23,1.42,0.1,0.31,1952,1890,377,9305,3191,85,7838,357,26,77,75.86,34583,26234,2.64,0.95,0.74,693.0,249.0,194.0,CORDOBA
CORDOBA_RIO SECO,"Rio Seco, Cordoba",ALIANZA FRENTE PARA LA VICTORIA,6.25,4.43,0.93,56.64,9.07,0.11,21.45,0.99,0.03,0.09,409,290,61,3705,593,7,1403,65,2,6,62.4,10936,6824,3.3,0.09,0.76,225.0,6.0,52.0,CORDOBA
CORDOBA_RIO SEGUNDO,"Rio Segundo, Cordoba",ALIANZA FRENTE PARA LA VICTORIA,11.22,10.1,2.32,35.56,14.23,0.49,23.33,2.31,0.21,0.24,6717,6047,1392,21294,8521,296,13971,1383,124,141,80.19,79077,63415,2.13,2.4,1.03,1352.0,1522.0,655.0,CORDOBA
CORDOBA_PRESIDENTE ROQUE SAENZ PEÑA,"Roque Saenz Pena, Cordoba",ALIANZA FRENTE PARA LA VICTORIA,19.12,6.59,1.94,30.45,16.67,0.38,22.01,2.49,0.16,0.19,3878,1336,394,6176,3381,77,4463,505,33,38,74.7,28242,21097,2.76,0.02,1.09,582.0,4.0,230.0,CORDOBA
CORDOBA_SAN ALBERTO,"San Alberto, Cordoba",ALIANZA FRENTE PARA LA VICTORIA,15.89,5.97,1.96,48.36,5.56,0.36,20.09,1.47,0.21,0.13,3089,1160,380,9398,1081,69,3905,285,41,26,72.56,27616,20037,2.07,0.02,0.91,415.0,5.0,183.0,CORDOBA
CORDOBA_SAN JAVIER,"San Javier, Cordoba",ALIANZA FRENTE PARA LA VICTORIA,13.9,6.18,1.63,56.48,5.72,0.42,13.74,1.73,0.11,0.09,3751,1667,441,15242,1544,112,3707,468,30,24,73.48,38378,28200,1.59,1.88,0.83,449.0,530.0,235.0,CORDOBA
CORDOBA_SAN JUSTO,"San Justo, Cordoba",ALIANZA FRENTE PARA LA VICTORIA,11.22,14.34,1.53,34.08,15.93,0.45,19.64,2.39,0.22,0.2,13251,16934,1811,40250,18813,535,23193,2828,254,242,76.49,161216,123308,1.79,1.25,1.18,2203.0,1544.0,1450.0,CORDOBA
CORDOBA_SANTA MARIA,"Santa Maria, Cordoba",ALIANZA FRENTE PARA LA VICTORIA,15.85,13.68,3.73,34.95,10.09,0.76,17.76,2.64,0.23,0.31,8025,6928,1888,17694,5110,387,8990,1335,118,157,75.34,70401,53042,2.89,0.16,1.5,1531.0,86.0,793.0,CORDOBA
CORDOBA_SOBREMONTE,"Sobremonte, Cordoba",ALIANZA FRENTE PARA LA VICTORIA,2.78,4.25,0.42,54.65,3.24,0.25,33.66,0.63,0.13,0.0,66,101,10,1299,77,6,800,15,3,0,76.03,3680,2798,3.04,11.29,0.71,85.0,316.0,20.0,CORDOBA
CORDOBA_TERCERO ARRIBA,"Tercero Arriba, Cordoba",ALIANZA FRENTE PARA LA VICTORIA,15.97,12.43,2.52,32.14,14.08,0.66,19.19,2.62,0.21,0.17,10577,8231,1669,21278,9324,434,12708,1736,141,113,78.04,89385,69755,2.46,1.55,1.08,1713.0,1080.0,751.0,CORDOBA
CORDOBA_TOTORAL,"Totoral, Cordoba",ALIANZA FRENTE PARA LA VICTORIA,10.92,6.98,1.05,42.08,13.46,0.16,22.81,2.14,0.28,0.13,1053,673,101,4057,1298,15,2199,206,27,13,74.66,13699,10227,2.07,2.79,0.86,212.0,285.0,88.0,CORDOBA
CORDOBA_TULUMBA,"Tulumba, Cordoba",ALIANZA FRENTE PARA LA VICTORIA,5.12,7.09,0.57,63.45,5.48,0.26,16.55,1.22,0.15,0.11,371,513,41,4594,397,19,1198,88,11,8,71.74,10856,7788,1.46,4.73,0.85,114.0,368.0,66.0,CORDOBA
CORDOBA_UNION,"Union, Cordoba",ALIANZA FRENTE PARA LA VICTORIA,12.67,10.0,1.18,35.59,17.77,0.39,19.51,2.6,0.19,0.11,7821,6172,729,21972,10969,240,12045,1607,119,67,77.92,82741,64471,1.71,1.79,0.74,1104.0,1152.0,474.0,CORDOBA
