id,seccion,agrupacion_ganadora,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_perc,FRENTE LIBER.AR_perc,FRENTE PATRIOTA FEDERAL_perc,HACEMOS POR NUESTRO PAIS_perc,JUNTOS POR EL CAMBIO_perc,LA LIBERTAD AVANZA_perc,MOVIMIENTO AL SOCIALISMO_perc,MOVIMIENTO DE ACCION VECINAL_perc,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD_perc,MOVIMIENTO LIBRES DEL SUR_perc,POLITICA OBRERA_perc,PRINCIPIOS Y VALORES_perc,PROYECTO JOVEN_perc,UNION DEL CENTRO DEMOCRATICO_perc,UNION POR LA PATRIA_perc,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_votos,FRENTE LIBER.AR_votos,FRENTE PATRIOTA FEDERAL_votos,HACEMOS POR NUESTRO PAIS_votos,JUNTOS POR EL CAMBIO_votos,LA LIBERTAD AVANZA_votos,MOVIMIENTO AL SOCIALISMO_votos,MOVIMIENTO DE ACCION VECINAL_votos,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD_votos,MOVIMIENTO LIBRES DEL SUR_votos,POLITICA OBRERA_votos,PRINCIPIOS Y VALORES_votos,PROYECTO JOVEN_votos,UNION DEL CENTRO DEMOCRATICO_votos,UNION POR LA PATRIA_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,distrito
BUENOS AIRES_SAN NICOLAS,"San Nicolas, Buenos Aires",JUNTOS POR EL CAMBIO,2.89,0.49,0.24,1.28,35.0,29.77,0.3,0.26,0.33,0.47,0.18,1.21,0.03,0.0,27.55,2366.0,404.0,200.0,1047.0,28639.0,24357.0,245.0,215.0,269.0,383.0,147.0,987.0,23.0,3.0,22544.0,69.85,127779,89255,7.63,0.08,0.61,6812,69,BUENOS AIRES
BUENOS AIRES_SAN PEDRO,"San Pedro, Buenos Aires",LA LIBERTAD AVANZA,1.59,0.32,0.16,2.25,31.96,33.04,0.23,0.28,0.29,0.42,0.26,0.87,0.17,0.01,28.15,536.0,107.0,55.0,756.0,10759.0,11121.0,78.0,93.0,99.0,142.0,88.0,292.0,57.0,2.0,9477.0,67.5,54392,36712,7.4,0.11,0.79,2718,41,BUENOS AIRES
BUENOS AIRES_SAN VICENTE,"San Vicente, Buenos Aires",UNION POR LA PATRIA,2.3,0.05,0.24,0.92,22.79,27.87,0.45,0.27,0.34,0.34,0.19,1.07,0.06,0.2,42.91,882.0,19.0,93.0,353.0,8756.0,10708.0,171.0,103.0,131.0,130.0,74.0,410.0,24.0,78.0,16484.0,64.82,65158,42233,7.88,0.28,0.87,3330,120,BUENOS AIRES
BUENOS AIRES_SUIPACHA,"Suipacha, Buenos Aires",JUNTOS POR EL CAMBIO,0.84,0.21,0.06,1.04,37.05,25.86,0.06,0.13,0.06,0.05,0.08,0.39,0.16,0.1,33.9,52.0,13.0,4.0,64.0,2281.0,1592.0,4.0,8.0,4.0,3.0,5.0,24.0,10.0,6.0,2087.0,68.47,9856,6748,8.22,0.04,0.49,555,3,BUENOS AIRES
BUENOS AIRES_TANDIL,"Tandil, Buenos Aires",JUNTOS POR EL CAMBIO,2.1,0.25,0.19,2.21,40.73,27.49,0.32,0.25,0.4,0.33,0.19,1.05,0.39,0.03,24.08,1569.0,183.0,142.0,1651.0,30393.0,20512.0,241.0,187.0,299.0,243.0,139.0,783.0,289.0,25.0,17970.0,69.93,114862,80326,5.76,0.14,1.2,4628,111,BUENOS AIRES
BUENOS AIRES_TAPALQUE,"Tapalque, Buenos Aires",JUNTOS POR EL CAMBIO,0.58,0.0,0.11,0.49,39.81,23.13,0.09,0.22,0.16,0.0,0.07,0.09,0.0,0.0,35.24,32.0,0.0,6.0,27.0,2189.0,1272.0,5.0,12.0,9.0,0.0,4.0,5.0,0.0,0.0,1938.0,68.97,8861,6111,9.34,0.29,0.38,571,18,BUENOS AIRES
BUENOS AIRES_TIGRE,"Tigre, Buenos Aires",UNION POR LA PATRIA,3.66,0.08,0.2,0.86,31.23,28.2,0.37,0.06,0.41,0.57,0.21,0.64,0.15,0.07,33.28,7576.0,175.0,421.0,1786.0,64631.0,58356.0,770.0,133.0,845.0,1174.0,437.0,1321.0,311.0,150.0,68871.0,68.36,330245,225763,7.3,0.18,0.85,16489,396,BUENOS AIRES
BUENOS AIRES_TORDILLO,"Tordillo, Buenos Aires",UNION POR LA PATRIA,0.23,0.0,0.0,0.17,37.74,17.2,0.06,0.35,0.06,0.06,0.0,0.4,0.0,0.0,43.73,4.0,0.0,0.0,3.0,656.0,299.0,1.0,6.0,1.0,1.0,0.0,7.0,0.0,0.0,760.0,78.6,2411,1895,7.34,0.21,0.74,139,4,BUENOS AIRES
BUENOS AIRES_TORNQUIST,"Tornquist, Buenos Aires",JUNTOS POR EL CAMBIO,1.24,0.0,0.14,1.9,35.03,29.67,0.17,0.19,0.19,0.11,0.18,0.74,0.01,0.01,30.43,119.0,0.0,13.0,182.0,3352.0,2839.0,16.0,18.0,18.0,11.0,17.0,71.0,1.0,1.0,2912.0,66.0,15807,10432,7.54,0.19,0.53,787,20,BUENOS AIRES
BUENOS AIRES_TRENQUE LAUQUEN,"Trenque Lauquen, Buenos Aires",JUNTOS POR EL CAMBIO,1.34,0.01,0.22,1.71,40.5,29.42,0.27,0.34,0.36,0.61,0.18,0.8,0.1,0.0,24.12,333.0,2.0,55.0,423.0,10034.0,7290.0,67.0,85.0,89.0,152.0,45.0,199.0,25.0,1.0,5976.0,65.5,41515,27193,7.88,0.22,0.79,2142,60,BUENOS AIRES
BUENOS AIRES_TRES ARROYOS,"Tres Arroyos, Buenos Aires",JUNTOS POR EL CAMBIO,2.38,0.0,0.18,2.01,37.07,27.12,0.26,0.33,0.48,0.45,0.06,1.11,0.0,0.0,28.55,736.0,1.0,56.0,623.0,11479.0,8399.0,82.0,101.0,149.0,139.0,19.0,343.0,0.0,0.0,8840.0,65.21,53367,34801,9.78,0.16,1.09,3402,54,BUENOS AIRES
BUENOS AIRES_TRES DE FEBRERO,"Tres De Febrero, Buenos Aires",JUNTOS POR EL CAMBIO,4.16,0.1,0.21,1.03,35.4,24.27,0.42,0.0,0.5,0.45,0.24,1.16,0.21,0.11,31.74,7692.0,188.0,390.0,1904.0,65450.0,44882.0,769.0,9.0,917.0,840.0,449.0,2150.0,381.0,197.0,58683.0,68.82,284360,195706,4.39,0.15,0.98,8587,302,BUENOS AIRES
BUENOS AIRES_TRES LOMAS,"Tres Lomas, Buenos Aires",UNION POR LA PATRIA,0.64,0.14,0.21,1.0,36.38,21.64,0.17,0.38,0.26,0.21,0.07,0.26,0.0,0.0,38.64,27.0,6.0,9.0,42.0,1530.0,910.0,7.0,16.0,11.0,9.0,3.0,11.0,0.0,0.0,1625.0,71.9,6836,4915,13.75,0.18,0.49,676,9,BUENOS AIRES
BUENOS AIRES_VICENTE LOPEZ,"Vicente Lopez, Buenos Aires",JUNTOS POR EL CAMBIO,3.86,0.17,0.14,1.26,50.58,20.18,0.44,0.04,0.37,0.25,0.17,0.89,0.17,0.08,21.4,6142.0,276.0,230.0,2005.0,80416.0,32086.0,694.0,71.0,587.0,390.0,276.0,1410.0,267.0,127.0,34022.0,71.88,231259,166220,3.15,0.14,1.05,5232,237,BUENOS AIRES
BUENOS AIRES_VILLA GESELL,"Villa Gesell, Buenos Aires",JUNTOS POR EL CAMBIO,1.96,0.01,0.17,1.47,33.31,29.07,0.22,0.22,0.31,0.28,0.16,0.74,0.0,0.0,32.09,343.0,1.0,29.0,257.0,5841.0,5097.0,38.0,38.0,55.0,49.0,28.0,130.0,0.0,0.0,5627.0,58.36,32600,19025,6.8,0.11,0.94,1293,21,BUENOS AIRES
BUENOS AIRES_VILLARINO,"Villarino, Buenos Aires",LA LIBERTAD AVANZA,1.21,0.0,0.24,0.97,32.28,46.87,0.22,0.45,0.38,0.43,0.15,0.62,0.0,0.0,16.18,173.0,0.0,35.0,139.0,4617.0,6705.0,32.0,65.0,54.0,61.0,21.0,89.0,0.0,0.0,2314.0,68.6,24991,17145,15.33,0.38,0.85,2629,65,BUENOS AIRES
BUENOS AIRES_ZARATE,"Zarate, Buenos Aires",UNION POR LA PATRIA,2.27,0.53,0.18,1.01,30.21,27.17,0.31,0.24,0.38,0.66,0.24,0.88,0.18,0.01,35.75,1413.0,327.0,114.0,628.0,18817.0,16919.0,193.0,149.0,235.0,412.0,147.0,548.0,110.0,7.0,22263.0,67.56,101288,68433,8.34,0.08,0.58,5705,52,BUENOS AIRES
