id,seccion,agrupacion_ganadora,COMPROMISO FEDERAL_perc,FRENTE AMPLIO PROGRESISTA_perc,FRENTE POPULAR_perc,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_perc,FRENTE PARA LA VICTORIA_perc,UNION PARA EL DESARROLLO SOCIAL_perc,COALICION CIVICA-ARI_perc,COMPROMISO FEDERAL_votos,FRENTE AMPLIO PROGRESISTA_votos,FRENTE POPULAR_votos,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_votos,FRENTE PARA LA VICTORIA_votos,UNION PARA EL DESARROLLO SOCIAL_votos,COALICION CIVICA-ARI_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos,distrito
CHACO_GENERAL DONOVAN,"General Donovan, Chaco",Alianza Frente para la Victoria,1.94,4.03,3.01,0.63,72.94,16.28,1.18,161,335,250,52,6062,1353,98,80.72,10382,8380,0.67,0.0,0.16,56,0,13,CHACO
CHACO_GENERAL GUEMES,"General Guemes, Chaco",Alianza Frente para la Victoria,1.97,3.21,2.68,0.43,73.59,17.27,0.84,599,977,814,132,22392,5256,257,62.88,48981,30798,0.89,0.01,0.31,273,4,94,CHACO
CHACO_INDEPENDENCIA,"Independencia, Chaco",Alianza Frente para la Victoria,1.52,3.21,4.53,0.29,75.38,14.34,0.73,165,349,492,31,8187,1558,79,70.97,15407,10935,0.61,0.02,0.05,67,2,5,CHACO
CHACO_LIBERTADOR GENERAL SAN MARTIN,"Lib. Gral. San Martin, Chaco",Alianza Frente para la Victoria,2.63,3.7,2.74,0.51,69.2,20.19,1.03,812,1144,848,158,21405,6245,319,72.54,43152,31302,0.7,0.05,0.43,220,16,135,CHACO
CHACO_LIBERTAD,"Libertad, Chaco",Alianza Frente para la Victoria,2.35,4.57,3.59,0.96,67.24,19.98,1.32,162,316,248,66,4645,1380,91,83.68,8383,7015,1.4,0.0,0.13,98,0,9,CHACO
CHACO_MAIPU,"Maipu, Chaco",Alianza Frente para la Victoria,1.58,3.26,3.67,0.46,66.3,23.88,0.85,187,386,435,54,7859,2831,101,69.02,17343,11971,0.84,0.02,0.13,100,2,16,CHACO
CHACO_MAYOR LUIS J. FONTANA,"Mayor L. J. Fontana, Chaco",Alianza Frente para la Victoria,2.71,6.96,4.99,1.11,65.58,16.91,1.74,828,2127,1525,339,20035,5166,531,75.63,41057,31050,1.3,0.09,0.21,405,28,66,CHACO
CHACO_O'HIGGINS,"O'Higgins, Chaco",Alianza Frente para la Victoria,1.29,3.76,4.84,0.42,73.82,15.15,0.72,143,415,534,46,8152,1673,80,72.0,15492,11155,0.78,0.02,0.21,87,2,23,CHACO
CHACO_PRESIDENCIA DE LA PLAZA,"Pcia. De La Plaza, Chaco",Alianza Frente para la Victoria,1.61,4.63,2.89,0.55,66.23,23.34,0.75,103,296,185,35,4234,1492,48,71.19,9071,6458,0.73,0.02,0.26,47,1,17,CHACO
CHACO_1° DE MAYO,"Primero De Mayo, Chaco",Alianza Frente para la Victoria,2.59,5.74,5.25,0.8,70.24,14.02,1.36,181,401,367,56,4909,980,95,83.11,8516,7078,1.03,0.0,0.23,73,0,16,CHACO
CHACO_QUITILIPI,"Quitilipi, Chaco",Alianza Frente para la Victoria,3.67,5.49,4.46,0.58,63.55,20.56,1.68,626,936,760,99,10826,3502,286,71.37,24165,17246,0.94,0.03,0.26,162,5,44,CHACO
CHACO_SAN FERNANDO,"San Fernando, Chaco",Alianza Frente para la Victoria,3.99,10.26,4.87,1.09,60.57,16.06,3.17,8840,22751,10806,2415,134286,35598,7019,79.95,282323,225731,0.87,0.04,0.87,1961,93,1962,CHACO
CHACO_SAN LORENZO,"San Lorenzo, Chaco",Alianza Frente para la Victoria,1.11,2.61,2.53,0.27,73.14,19.99,0.35,88,206,200,21,5782,1580,28,72.4,11001,7965,0.58,0.0,0.18,46,0,14,CHACO
CHACO_SARGENTO CABRAL,"Sargento Cabral, Chaco",Alianza Frente para la Victoria,1.69,3.6,2.54,0.49,75.75,14.87,1.07,158,337,238,46,7099,1393,100,75.49,12523,9454,0.69,0.02,0.17,65,2,16,CHACO
CHACO_TAPENAGA,"Tapenaga, Chaco",Alianza Frente para la Victoria,0.82,2.82,1.84,0.26,81.52,12.44,0.31,16,55,36,5,1592,243,6,72.53,2712,1967,0.41,0.0,0.31,8,0,6,CHACO
